lat,lon,parameter,year,month,value,source_file
22.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,19.06,الاشعاع الشمسى الهابط.csv
22.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,19.04,الاشعاع الشمسى الهابط.csv
22.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,18.81,الاشعاع الشمسى الهابط.csv
22.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,18.78,الاشعاع الشمسى الهابط.csv
22.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,18.78,الاشعاع الشمسى الهابط.csv
22.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,18.72,الاشعاع الشمسى الهابط.csv
22.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,18.79,الاشعاع الشمسى الهابط.csv
22.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,18.76,الاشعاع الشمسى الهابط.csv
22.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,18.77,الاشعاع الشمسى الهابط.csv
22.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,18.64,الاشعاع الشمسى الهابط.csv
23.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,17.94,الاشعاع الشمسى الهابط.csv
23.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,18.42,الاشعاع الشمسى الهابط.csv
23.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,18.24,الاشعاع الشمسى الهابط.csv
23.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,18.26,الاشعاع الشمسى الهابط.csv
23.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,18.13,الاشعاع الشمسى الهابط.csv
23.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,17.92,الاشعاع الشمسى الهابط.csv
23.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,18.3,الاشعاع الشمسى الهابط.csv
23.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,18.04,الاشعاع الشمسى الهابط.csv
23.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,18.1,الاشعاع الشمسى الهابط.csv
23.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,17.99,الاشعاع الشمسى الهابط.csv
24.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,16.74,الاشعاع الشمسى الهابط.csv
24.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,17.29,الاشعاع الشمسى الهابط.csv
24.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,17.36,الاشعاع الشمسى الهابط.csv
24.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,17.41,الاشعاع الشمسى الهابط.csv
24.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,17.55,الاشعاع الشمسى الهابط.csv
24.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,17.52,الاشعاع الشمسى الهابط.csv
24.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,17.85,الاشعاع الشمسى الهابط.csv
24.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,17.71,الاشعاع الشمسى الهابط.csv
24.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,17.48,الاشعاع الشمسى الهابط.csv
24.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,17.27,الاشعاع الشمسى الهابط.csv
25.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,16.04,الاشعاع الشمسى الهابط.csv
25.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,16.53,الاشعاع الشمسى الهابط.csv
25.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,16.38,الاشعاع الشمسى الهابط.csv
25.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,16.58,الاشعاع الشمسى الهابط.csv
25.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,16.87,الاشعاع الشمسى الهابط.csv
25.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,16.91,الاشعاع الشمسى الهابط.csv
25.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,17.14,الاشعاع الشمسى الهابط.csv
25.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,16.84,الاشعاع الشمسى الهابط.csv
25.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,16.96,الاشعاع الشمسى الهابط.csv
25.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,16.07,الاشعاع الشمسى الهابط.csv
26.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,15.61,الاشعاع الشمسى الهابط.csv
26.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,15.93,الاشعاع الشمسى الهابط.csv
26.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,15.83,الاشعاع الشمسى الهابط.csv
26.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,16.09,الاشعاع الشمسى الهابط.csv
26.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,16.25,الاشعاع الشمسى الهابط.csv
26.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,16.27,الاشعاع الشمسى الهابط.csv
26.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,16.29,الاشعاع الشمسى الهابط.csv
26.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,16.17,الاشعاع الشمسى الهابط.csv
26.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,16.47,الاشعاع الشمسى الهابط.csv
26.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,15.09,الاشعاع الشمسى الهابط.csv
27.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,15.12,الاشعاع الشمسى الهابط.csv
27.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,15.15,الاشعاع الشمسى الهابط.csv
27.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,15.15,الاشعاع الشمسى الهابط.csv
27.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,15.18,الاشعاع الشمسى الهابط.csv
27.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,15.26,الاشعاع الشمسى الهابط.csv
27.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,15.24,الاشعاع الشمسى الهابط.csv
27.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,15.32,الاشعاع الشمسى الهابط.csv
27.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,15.48,الاشعاع الشمسى الهابط.csv
27.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,15.61,الاشعاع الشمسى الهابط.csv
27.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,15.13,الاشعاع الشمسى الهابط.csv
28.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,14.42,الاشعاع الشمسى الهابط.csv
28.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,14.71,الاشعاع الشمسى الهابط.csv
28.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,14.58,الاشعاع الشمسى الهابط.csv
28.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,14.58,الاشعاع الشمسى الهابط.csv
28.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,14.54,الاشعاع الشمسى الهابط.csv
28.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,14.38,الاشعاع الشمسى الهابط.csv
28.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,14.33,الاشعاع الشمسى الهابط.csv
28.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,14.02,الاشعاع الشمسى الهابط.csv
28.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,14.93,الاشعاع الشمسى الهابط.csv
28.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,14.64,الاشعاع الشمسى الهابط.csv
29.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,13.26,الاشعاع الشمسى الهابط.csv
29.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,13.24,الاشعاع الشمسى الهابط.csv
29.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,13.11,الاشعاع الشمسى الهابط.csv
29.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,13.28,الاشعاع الشمسى الهابط.csv
29.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,13.21,الاشعاع الشمسى الهابط.csv
29.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,13.24,الاشعاع الشمسى الهابط.csv
29.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,12.92,الاشعاع الشمسى الهابط.csv
29.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,13.49,الاشعاع الشمسى الهابط.csv
29.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,13.42,الاشعاع الشمسى الهابط.csv
29.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,13.23,الاشعاع الشمسى الهابط.csv
30.5,25.5,ALLSKY_SFC_SW_DWN,2020,1,12.6,الاشعاع الشمسى الهابط.csv
30.5,26.5,ALLSKY_SFC_SW_DWN,2020,1,12.68,الاشعاع الشمسى الهابط.csv
30.5,27.5,ALLSKY_SFC_SW_DWN,2020,1,12.31,الاشعاع الشمسى الهابط.csv
30.5,28.5,ALLSKY_SFC_SW_DWN,2020,1,12.29,الاشعاع الشمسى الهابط.csv
30.5,29.5,ALLSKY_SFC_SW_DWN,2020,1,12.77,الاشعاع الشمسى الهابط.csv
30.5,30.5,ALLSKY_SFC_SW_DWN,2020,1,12.29,الاشعاع الشمسى الهابط.csv
30.5,31.5,ALLSKY_SFC_SW_DWN,2020,1,12.29,الاشعاع الشمسى الهابط.csv
30.5,32.5,ALLSKY_SFC_SW_DWN,2020,1,12.81,الاشعاع الشمسى الهابط.csv
30.5,33.5,ALLSKY_SFC_SW_DWN,2020,1,12.74,الاشعاع الشمسى الهابط.csv
30.5,34.5,ALLSKY_SFC_SW_DWN,2020,1,12.18,الاشعاع الشمسى الهابط.csv
22.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,21.85,الاشعاع الشمسى الهابط.csv
22.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,21.57,الاشعاع الشمسى الهابط.csv
22.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,21.64,الاشعاع الشمسى الهابط.csv
22.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,21.61,الاشعاع الشمسى الهابط.csv
22.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,21.62,الاشعاع الشمسى الهابط.csv
22.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,21.45,الاشعاع الشمسى الهابط.csv
22.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,21.47,الاشعاع الشمسى الهابط.csv
22.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,21.43,الاشعاع الشمسى الهابط.csv
22.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,21.4,الاشعاع الشمسى الهابط.csv
22.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,21.34,الاشعاع الشمسى الهابط.csv
23.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,21.24,الاشعاع الشمسى الهابط.csv
23.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,21.77,الاشعاع الشمسى الهابط.csv
23.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,21.5,الاشعاع الشمسى الهابط.csv
23.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,21.4,الاشعاع الشمسى الهابط.csv
23.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,21.0,الاشعاع الشمسى الهابط.csv
23.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,20.95,الاشعاع الشمسى الهابط.csv
23.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,21.37,الاشعاع الشمسى الهابط.csv
23.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,21.1,الاشعاع الشمسى الهابط.csv
23.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,21.19,الاشعاع الشمسى الهابط.csv
23.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,21.14,الاشعاع الشمسى الهابط.csv
24.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,20.59,الاشعاع الشمسى الهابط.csv
24.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,21.06,الاشعاع الشمسى الهابط.csv
24.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,20.74,الاشعاع الشمسى الهابط.csv
24.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,20.55,الاشعاع الشمسى الهابط.csv
24.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,20.63,الاشعاع الشمسى الهابط.csv
24.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,20.64,الاشعاع الشمسى الهابط.csv
24.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,21.02,الاشعاع الشمسى الهابط.csv
24.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,20.8,الاشعاع الشمسى الهابط.csv
24.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,20.48,الاشعاع الشمسى الهابط.csv
24.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,20.5,الاشعاع الشمسى الهابط.csv
25.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,20.25,الاشعاع الشمسى الهابط.csv
25.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,20.28,الاشعاع الشمسى الهابط.csv
25.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,20.12,الاشعاع الشمسى الهابط.csv
25.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,20.13,الاشعاع الشمسى الهابط.csv
25.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,20.21,الاشعاع الشمسى الهابط.csv
25.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,20.35,الاشعاع الشمسى الهابط.csv
25.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,20.64,الاشعاع الشمسى الهابط.csv
25.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,20.25,الاشعاع الشمسى الهابط.csv
25.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,20.22,الاشعاع الشمسى الهابط.csv
25.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,19.51,الاشعاع الشمسى الهابط.csv
26.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,19.76,الاشعاع الشمسى الهابط.csv
26.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,20.09,الاشعاع الشمسى الهابط.csv
26.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,19.72,الاشعاع الشمسى الهابط.csv
26.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,19.69,الاشعاع الشمسى الهابط.csv
26.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,19.6,الاشعاع الشمسى الهابط.csv
26.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,19.86,الاشعاع الشمسى الهابط.csv
26.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,19.75,الاشعاع الشمسى الهابط.csv
26.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,19.7,الاشعاع الشمسى الهابط.csv
26.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,19.81,الاشعاع الشمسى الهابط.csv
26.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,18.17,الاشعاع الشمسى الهابط.csv
27.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,18.98,الاشعاع الشمسى الهابط.csv
27.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,18.92,الاشعاع الشمسى الهابط.csv
27.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,18.74,الاشعاع الشمسى الهابط.csv
27.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,18.97,الاشعاع الشمسى الهابط.csv
27.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,18.92,الاشعاع الشمسى الهابط.csv
27.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,19.0,الاشعاع الشمسى الهابط.csv
27.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,19.2,الاشعاع الشمسى الهابط.csv
27.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,19.4,الاشعاع الشمسى الهابط.csv
27.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,19.32,الاشعاع الشمسى الهابط.csv
27.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,18.82,الاشعاع الشمسى الهابط.csv
28.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,18.42,الاشعاع الشمسى الهابط.csv
28.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,18.14,الاشعاع الشمسى الهابط.csv
28.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,18.02,الاشعاع الشمسى الهابط.csv
28.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,17.87,الاشعاع الشمسى الهابط.csv
28.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,17.78,الاشعاع الشمسى الهابط.csv
28.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,17.71,الاشعاع الشمسى الهابط.csv
28.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,18.01,الاشعاع الشمسى الهابط.csv
28.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,18.24,الاشعاع الشمسى الهابط.csv
28.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,19.03,الاشعاع الشمسى الهابط.csv
28.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,18.56,الاشعاع الشمسى الهابط.csv
29.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,17.19,الاشعاع الشمسى الهابط.csv
29.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,16.78,الاشعاع الشمسى الهابط.csv
29.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,16.68,الاشعاع الشمسى الهابط.csv
29.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,16.9,الاشعاع الشمسى الهابط.csv
29.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,16.66,الاشعاع الشمسى الهابط.csv
29.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,16.58,الاشعاع الشمسى الهابط.csv
29.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,16.16,الاشعاع الشمسى الهابط.csv
29.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,16.94,الاشعاع الشمسى الهابط.csv
29.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,16.91,الاشعاع الشمسى الهابط.csv
29.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,17.06,الاشعاع الشمسى الهابط.csv
30.5,25.5,ALLSKY_SFC_SW_DWN,2020,2,15.73,الاشعاع الشمسى الهابط.csv
30.5,26.5,ALLSKY_SFC_SW_DWN,2020,2,15.49,الاشعاع الشمسى الهابط.csv
30.5,27.5,ALLSKY_SFC_SW_DWN,2020,2,15.79,الاشعاع الشمسى الهابط.csv
30.5,28.5,ALLSKY_SFC_SW_DWN,2020,2,15.99,الاشعاع الشمسى الهابط.csv
30.5,29.5,ALLSKY_SFC_SW_DWN,2020,2,16.13,الاشعاع الشمسى الهابط.csv
30.5,30.5,ALLSKY_SFC_SW_DWN,2020,2,15.08,الاشعاع الشمسى الهابط.csv
30.5,31.5,ALLSKY_SFC_SW_DWN,2020,2,14.68,الاشعاع الشمسى الهابط.csv
30.5,32.5,ALLSKY_SFC_SW_DWN,2020,2,15.17,الاشعاع الشمسى الهابط.csv
30.5,33.5,ALLSKY_SFC_SW_DWN,2020,2,15.96,الاشعاع الشمسى الهابط.csv
30.5,34.5,ALLSKY_SFC_SW_DWN,2020,2,15.72,الاشعاع الشمسى الهابط.csv
22.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,24.39,الاشعاع الشمسى الهابط.csv
22.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,24.06,الاشعاع الشمسى الهابط.csv
22.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,23.99,الاشعاع الشمسى الهابط.csv
22.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,24.1,الاشعاع الشمسى الهابط.csv
22.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,23.69,الاشعاع الشمسى الهابط.csv
22.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,23.87,الاشعاع الشمسى الهابط.csv
22.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,24.28,الاشعاع الشمسى الهابط.csv
22.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,24.39,الاشعاع الشمسى الهابط.csv
22.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,24.85,الاشعاع الشمسى الهابط.csv
22.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,24.95,الاشعاع الشمسى الهابط.csv
23.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,23.49,الاشعاع الشمسى الهابط.csv
23.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,24.14,الاشعاع الشمسى الهابط.csv
23.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,23.68,الاشعاع الشمسى الهابط.csv
23.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,23.8,الاشعاع الشمسى الهابط.csv
23.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,23.55,الاشعاع الشمسى الهابط.csv
23.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,23.57,الاشعاع الشمسى الهابط.csv
23.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,23.81,الاشعاع الشمسى الهابط.csv
23.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,23.88,الاشعاع الشمسى الهابط.csv
23.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,24.21,الاشعاع الشمسى الهابط.csv
23.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,24.18,الاشعاع الشمسى الهابط.csv
24.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,23.39,الاشعاع الشمسى الهابط.csv
24.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,23.38,الاشعاع الشمسى الهابط.csv
24.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,23.1,الاشعاع الشمسى الهابط.csv
24.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,23.03,الاشعاع الشمسى الهابط.csv
24.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,22.66,الاشعاع الشمسى الهابط.csv
24.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,23.0,الاشعاع الشمسى الهابط.csv
24.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,23.4,الاشعاع الشمسى الهابط.csv
24.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,23.34,الاشعاع الشمسى الهابط.csv
24.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,23.44,الاشعاع الشمسى الهابط.csv
24.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,23.52,الاشعاع الشمسى الهابط.csv
25.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,23.08,الاشعاع الشمسى الهابط.csv
25.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,23.01,الاشعاع الشمسى الهابط.csv
25.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,23.1,الاشعاع الشمسى الهابط.csv
25.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,23.2,الاشعاع الشمسى الهابط.csv
25.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,23.17,الاشعاع الشمسى الهابط.csv
25.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,22.93,الاشعاع الشمسى الهابط.csv
25.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,22.98,الاشعاع الشمسى الهابط.csv
25.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,22.48,الاشعاع الشمسى الهابط.csv
25.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,22.64,الاشعاع الشمسى الهابط.csv
25.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,22.22,الاشعاع الشمسى الهابط.csv
26.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,22.52,الاشعاع الشمسى الهابط.csv
26.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,22.8,الاشعاع الشمسى الهابط.csv
26.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,22.81,الاشعاع الشمسى الهابط.csv
26.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,22.89,الاشعاع الشمسى الهابط.csv
26.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,22.8,الاشعاع الشمسى الهابط.csv
26.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,22.72,الاشعاع الشمسى الهابط.csv
26.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,22.3,الاشعاع الشمسى الهابط.csv
26.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,21.99,الاشعاع الشمسى الهابط.csv
26.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,21.9,الاشعاع الشمسى الهابط.csv
26.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,21.01,الاشعاع الشمسى الهابط.csv
27.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,22.08,الاشعاع الشمسى الهابط.csv
27.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,22.15,الاشعاع الشمسى الهابط.csv
27.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,22.34,الاشعاع الشمسى الهابط.csv
27.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,22.42,الاشعاع الشمسى الهابط.csv
27.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,22.46,الاشعاع الشمسى الهابط.csv
27.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,22.03,الاشعاع الشمسى الهابط.csv
27.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,22.08,الاشعاع الشمسى الهابط.csv
27.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,21.77,الاشعاع الشمسى الهابط.csv
27.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,21.35,الاشعاع الشمسى الهابط.csv
27.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,21.19,الاشعاع الشمسى الهابط.csv
28.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,21.97,الاشعاع الشمسى الهابط.csv
28.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,22.07,الاشعاع الشمسى الهابط.csv
28.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,22.02,الاشعاع الشمسى الهابط.csv
28.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,21.97,الاشعاع الشمسى الهابط.csv
28.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,21.82,الاشعاع الشمسى الهابط.csv
28.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,21.32,الاشعاع الشمسى الهابط.csv
28.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,21.34,الاشعاع الشمسى الهابط.csv
28.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,21.37,الاشعاع الشمسى الهابط.csv
28.5,33.5,ALLSKY_SFC_SW_DWN,2020,3,21.4,الاشعاع الشمسى الهابط.csv
28.5,34.5,ALLSKY_SFC_SW_DWN,2020,3,21.14,الاشعاع الشمسى الهابط.csv
29.5,25.5,ALLSKY_SFC_SW_DWN,2020,3,21.07,الاشعاع الشمسى الهابط.csv
29.5,26.5,ALLSKY_SFC_SW_DWN,2020,3,20.84,الاشعاع الشمسى الهابط.csv
29.5,27.5,ALLSKY_SFC_SW_DWN,2020,3,20.77,الاشعاع الشمسى الهابط.csv
29.5,28.5,ALLSKY_SFC_SW_DWN,2020,3,20.77,الاشعاع الشمسى الهابط.csv
29.5,29.5,ALLSKY_SFC_SW_DWN,2020,3,21.02,الاشعاع الشمسى الهابط.csv
29.5,30.5,ALLSKY_SFC_SW_DWN,2020,3,20.98,الاشعاع الشمسى الهابط.csv
29.5,31.5,ALLSKY_SFC_SW_DWN,2020,3,20.58,الاشعاع الشمسى الهابط.csv
29.5,32.5,ALLSKY_SFC_SW_DWN,2020,3,21.2,الاشعاع الشمسى الهابط.csv
